max,min,mean,std,median
174.2000,159.6000,167.4200,4.3600,167.8000
174.8000,161.2000,167.6150,3.9119,167.7000
174.8000,161.0000,167.7650,4.1486,168.1000
174.2000,161.2000,167.1450,3.9788,167.1000
174.0000,159.6000,167.5150,3.8080,167.7000
174.8000,159.6000,168.2350,3.9810,168.2000
174.6000,161.2000,168.1150,3.6073,167.8000
174.8000,161.2000,167.2250,4.1448,167.6000
174.6000,157.0000,167.5200,4.3613,167.8000
174.6000,161.2000,167.6350,4.0809,168.0000
173.8000,156.2000,167.2700,4.3199,168.1000
174.4000,161.2000,167.3450,3.8508,167.1000
174.6000,161.2000,167.2250,4.0986,167.5000
174.8000,160.4000,167.5600,4.1838,167.6000
174.8000,161.2000,167.4250,4.0217,167.5000
174.4000,161.2000,167.5650,3.7723,167.2000
174.6000,161.2000,167.7950,3.8892,167.7000
174.8000,161.2000,167.7700,4.1421,167.1000
174.8000,161.2000,167.9700,4.0165,167.7000
174.6000,161.2000,167.7100,4.0462,167.6000
174.4000,150.2000,167.5200,4.9679,168.0000
174.0000,161.2000,168.0900,3.8222,168.0000
174.6000,161.2000,168.0050,4.1024,168.8000
174.4000,161.2000,167.6550,3.9851,167.9000
174.4000,161.2000,167.3450,3.7831,167.7000
174.8000,161.2000,168.3050,3.7217,168.1000
174.6000,159.6000,167.7400,4.3044,167.9000
174.8000,161.0000,167.7500,4.2840,167.7000
174.8000,161.2000,167.9500,4.2836,168.4000
174.6000,161.2000,167.6050,3.8603,166.7000
174.8000,161.2000,167.9650,3.6310,167.9000
174.8000,160.2000,167.9350,4.2746,167.6000
174.6000,161.0000,166.9000,4.1940,166.7000
174.8000,161.2000,168.2950,3.8745,168.3000
174.4000,155.0000,167.8450,4.4295,168.5000
174.8000,159.6000,168.1500,3.9614,168.2000
174.8000,161.2000,167.7150,3.7654,167.4000
174.4000,161.2000,168.1150,3.9532,168.8000
174.6000,159.6000,167.6500,4.6359,168.2000
174.8000,161.2000,167.7600,4.1644,168.3000
174.4000,161.2000,167.6400,4.0562,167.9000
174.8000,160.0000,168.3000,4.2322,168.3000
174.6000,161.2000,167.2150,3.9330,167.1000
174.8000,161.2000,168.4350,3.5911,168.3000
174.8000,161.0000,168.3150,4.2473,169.5000
174.8000,159.6000,167.8750,4.0279,167.7000
174.6000,161.2000,168.0400,3.9818,167.7000
174.8000,163.0000,169.2300,3.2591,169.1000
174.8000,159.6000,168.0500,3.6754,167.3000
174.6000,161.2000,167.6350,4.0174,167.5000
174.6000,161.2000,166.9700,4.2831,166.6000
174.8000,161.2000,168.1400,3.6527,168.0000
174.6000,161.2000,166.7750,4.2219,166.6000
174.8000,161.2000,168.4900,3.8655,168.6000
174.8000,160.4000,167.6700,4.1393,166.8000
174.8000,161.0000,168.4100,3.7235,168.6000
174.4000,161.2000,167.7450,3.8042,167.7000
174.8000,159.6000,167.9450,4.3224,168.5000
174.8000,161.2000,168.2800,3.9761,168.5000
174.8000,161.4000,167.6050,3.7163,168.1000
174.4000,161.2000,168.0150,3.9947,167.6000
174.4000,161.2000,167.9300,3.8165,168.3000
174.8000,161.2000,167.4650,4.1671,168.0000
174.8000,161.2000,167.9750,3.9356,167.6000
174.8000,161.0000,168.3900,3.7357,168.5000
174.2000,161.2000,167.9750,3.9894,168.6000
174.8000,161.2000,167.7750,3.7573,167.6000
174.8000,161.2000,167.6600,3.6630,167.8000
174.4000,154.8000,167.5300,4.6738,168.4000
174.2000,159.6000,167.4250,3.9879,167.9000
174.8000,161.2000,167.6350,3.7273,167.1000
174.4000,161.2000,167.7700,3.8342,167.5000
174.8000,161.2000,167.6450,3.8267,166.5000
