max,min,mean,std,median
171.6000,149.2000,162.9450,6.2997,164.5000
171.8000,154.2000,163.6450,5.8532,166.4000
171.8000,153.4000,163.1550,6.0649,164.0000
171.4000,152.2000,162.8750,6.2242,165.3000
171.8000,154.2000,163.0200,5.9104,163.9000
171.8000,154.2000,163.5750,5.9557,165.6000
171.6000,154.2000,163.3350,5.9130,165.9000
171.4000,154.6000,163.4850,5.7366,165.2000
171.6000,154.0000,162.6800,6.0485,164.1000
171.8000,154.6000,163.9050,5.7506,166.5000
171.8000,154.6000,163.4900,5.6243,165.0000
171.8000,154.2000,163.1350,5.9091,165.5000
171.8000,153.6000,163.3050,6.0715,165.6000
170.8000,153.6000,162.1750,5.9087,161.9000
171.6000,153.6000,162.5100,6.2914,164.6000
171.2000,149.2000,163.1200,6.2515,166.5000
171.6000,154.0000,162.4950,5.8528,163.7000
171.6000,152.8000,163.4900,5.6314,165.2000
171.8000,154.2000,163.1000,5.8697,164.4000
171.4000,154.2000,163.0750,6.1448,165.8000
171.6000,153.0000,163.7750,5.9905,166.5000
171.8000,154.6000,164.2550,5.4100,166.7000
171.8000,154.2000,162.9400,5.8067,164.7000
171.4000,154.6000,163.1750,5.8626,165.0000
171.8000,154.4000,164.3200,5.3734,166.5000
171.8000,154.2000,163.8750,5.6749,165.0000
171.2000,152.2000,163.4050,5.9469,165.3000
171.6000,154.0000,162.5300,6.0528,163.6000
171.8000,154.2000,163.4200,5.7611,165.0000
171.8000,154.6000,163.8400,5.7520,166.0000
171.0000,154.2000,163.4950,5.8061,165.7000
171.4000,153.6000,162.4150,6.4024,164.3000
171.8000,153.6000,162.5500,6.1216,165.2000
171.8000,154.2000,163.4550,5.5776,164.6000
171.6000,154.2000,164.1300,5.7969,166.7000
171.8000,154.2000,162.4750,5.9474,163.5000
171.8000,154.2000,162.9150,6.0606,164.8000
171.4000,153.6000,161.1650,5.9883,160.6000
171.4000,154.2000,163.9600,5.7505,166.6000
171.2000,154.2000,164.4800,5.3722,165.7000
171.4000,153.0000,163.7650,5.9434,165.8000
171.4000,154.2000,163.6100,5.5278,164.7000
171.8000,154.6000,163.0050,5.7704,164.6000
171.8000,154.2000,163.6700,5.4601,165.1000
171.8000,154.2000,164.1900,5.8540,165.8000
171.8000,154.2000,162.7550,6.2150,164.7000
171.8000,154.2000,163.4400,6.1437,165.2000
171.8000,154.2000,163.2250,5.7879,164.0000
171.8000,154.2000,162.7850,5.9288,163.5000
171.4000,154.2000,162.9200,5.9339,164.2000
171.2000,154.2000,163.6950,5.8292,165.5000
171.4000,154.2000,163.5000,5.8379,165.6000
171.2000,151.0000,163.1850,6.1018,165.8000
171.8000,154.0000,163.0850,6.0083,164.9000
171.8000,154.0000,164.0400,5.8346,166.4000
171.8000,154.2000,163.7950,5.6940,165.0000
171.8000,154.2000,163.5900,5.7587,165.5000
171.8000,149.2000,162.0800,6.5536,163.0000
171.8000,154.2000,163.2950,6.0843,164.2000
171.8000,154.2000,163.1250,6.0464,164.0000
171.4000,154.2000,163.5800,6.0196,165.2000
171.8000,154.2000,162.5650,5.9225,162.7000
171.4000,153.6000,162.8950,5.9858,163.6000
171.0000,150.6000,161.6800,5.9359,162.3000
171.8000,154.6000,163.6400,5.7633,166.3000
171.0000,149.2000,162.6200,6.2222,163.9000
171.4000,153.8000,163.5500,5.8439,165.6000
171.8000,154.2000,162.8000,5.9293,164.0000
171.8000,154.2000,162.8200,5.9581,164.4000
171.8000,154.2000,163.0450,6.1296,165.8000
171.6000,154.2000,163.0400,5.8641,164.4000
171.4000,154.2000,162.9350,6.1078,165.3000
171.2000,154.2000,163.6750,5.8259,165.9000
171.4000,154.2000,163.3450,5.6788,164.9000
171.8000,149.2000,163.3950,6.2513,165.1000
171.8000,154.2000,163.2250,6.0653,165.7000
171.2000,154.2000,163.6250,5.6754,165.4000
171.8000,150.6000,162.6600,6.2512,165.0000
171.4000,154.2000,163.6100,5.7382,166.0000
171.8000,154.2000,163.6800,5.8267,164.8000
171.4000,154.2000,162.8350,5.7830,163.5000
171.8000,154.6000,163.8550,5.8370,165.8000
171.4000,154.2000,163.0850,6.0062,165.0000
171.4000,154.6000,163.4850,5.8116,165.1000
171.8000,150.0000,163.0350,6.0720,164.7000
171.8000,149.2000,162.2100,6.3514,162.5000
171.8000,154.2000,162.5650,6.1032,164.4000
171.8000,154.2000,163.6500,5.9804,166.5000
171.8000,154.2000,163.4950,5.8774,165.8000
171.6000,154.6000,164.3600,5.5082,166.7000
171.2000,154.2000,163.7600,5.8513,165.3000
171.8000,153.0000,163.4850,5.8674,165.0000
171.4000,154.2000,163.2150,6.0548,165.9000
171.8000,154.2000,163.6100,5.7298,164.8000
170.8000,154.2000,163.4450,5.7584,165.1000
171.8000,154.2000,163.7100,5.7912,166.3000
170.6000,154.2000,163.0450,5.5667,164.4000
171.8000,153.6000,162.8650,6.0565,164.9000
171.0000,154.2000,162.9850,5.9362,164.6000
171.4000,154.2000,163.6450,5.7965,165.4000
171.8000,153.0000,162.8200,5.9569,162.8000
171.8000,153.2000,163.6950,5.8219,165.8000
171.0000,152.2000,162.1200,5.9822,162.4000
171.8000,154.2000,163.8000,5.9884,166.5000
171.2000,154.4000,162.6500,5.8798,163.7000
171.4000,154.2000,162.5550,5.9713,163.1000
171.4000,154.2000,162.7000,6.0640,163.4000
171.4000,144.8000,163.1300,6.3964,165.2000
171.4000,154.2000,162.4850,5.7960,163.0000
171.8000,154.2000,163.5400,5.7810,165.5000
170.6000,154.6000,163.6950,5.7240,166.0000
171.8000,154.2000,163.5400,6.0722,165.5000
171.8000,154.2000,162.5800,5.9309,163.7000
171.4000,154.6000,163.5050,5.9418,166.2000
171.8000,149.2000,163.7500,6.2565,165.6000
171.8000,153.8000,163.4950,5.6217,164.7000
171.0000,153.4000,162.4900,6.0125,163.2000
170.6000,154.2000,162.7650,5.7797,163.4000
171.8000,153.6000,164.1650,5.8071,166.8000
171.4000,149.2000,163.3500,6.2263,166.1000
171.0000,153.6000,163.4550,5.7449,165.7000
171.0000,154.2000,163.1100,5.9208,164.3000
171.2000,154.2000,163.7650,5.6301,165.5000
171.8000,153.8000,162.2700,6.0478,163.0000
171.8000,153.8000,162.7900,6.0582,164.1000
171.0000,154.0000,163.3600,5.9082,165.6000
170.8000,153.8000,163.1850,5.7431,164.9000
171.6000,154.2000,163.4250,5.7682,165.6000
170.8000,153.0000,162.6000,6.0693,163.8000
171.8000,154.2000,163.4150,5.5390,164.6000
171.8000,152.2000,163.2550,6.3934,166.1000
171.4000,154.2000,163.4100,5.6781,165.4000
171.8000,154.2000,163.2850,5.9168,164.7000
171.0000,154.2000,162.9400,6.0975,165.3000
171.4000,149.2000,163.8750,5.9652,166.2000
