max,min,mean,std,median
174.5333,168.6667,171.2850,1.5899,170.9000
174.6667,167.8667,171.1400,1.6383,170.9667
174.5333,168.4000,171.2583,1.5425,170.9333
174.5333,168.2000,171.2383,1.6449,170.9333
174.6000,168.2667,171.1783,1.5114,170.7667
174.5333,167.8667,171.3817,1.6662,171.1333
174.5333,168.8000,171.1900,1.5702,170.8000
174.5333,168.6000,171.1617,1.6100,170.9000
174.6667,168.4000,171.1267,1.6796,170.8000
174.5333,168.6000,171.2517,1.5887,170.8667
174.5333,168.7333,171.1650,1.4963,170.8000
174.5333,168.8000,171.2633,1.6166,170.6667
174.6000,167.9333,171.1383,1.6970,170.8333
174.4667,168.4667,171.1850,1.5778,170.6667
174.5333,168.8667,171.2383,1.4626,170.8667
174.4667,168.5333,171.1633,1.5956,170.9667
174.3333,168.8667,171.2467,1.5712,170.9000
174.6000,167.4000,171.2283,1.6955,170.9333
174.4667,167.7333,171.1417,1.6373,170.6667
174.4667,168.5333,171.3533,1.6224,170.9333
174.6667,169.2667,171.2100,1.4623,170.7333
174.5333,168.8667,171.1300,1.5640,170.7667
174.5333,168.6667,171.3300,1.5542,171.0333
174.6000,168.9333,171.2683,1.6357,170.7333
174.6667,168.0000,171.1717,1.6924,171.0000
174.5333,168.6000,171.1067,1.5118,170.7667
174.5333,168.4667,171.1850,1.5661,170.8333
174.4000,168.3333,171.0700,1.6402,170.8333
174.4000,168.5333,171.2017,1.5704,171.0000
174.6000,168.6667,171.3767,1.6540,171.0333
174.5333,168.8000,171.3083,1.4802,171.1333
174.6000,167.5333,171.3383,1.7418,171.0000
174.4667,168.2000,171.1967,1.6092,171.1333
174.5333,168.4000,171.1900,1.5336,170.9333
174.6000,168.4000,171.2350,1.7382,170.9000
174.6667,167.5333,171.2017,1.7653,170.7667
174.6000,169.2667,171.4400,1.5167,171.1333
174.5333,169.0000,171.2717,1.5405,170.9667
174.6000,168.4667,171.1950,1.4851,170.9333
174.6000,169.2000,171.2017,1.5034,170.7667
174.4000,168.8000,171.0750,1.5397,170.5667
174.6667,169.0000,171.3167,1.5795,171.0333
174.5333,167.8000,171.1750,1.6842,170.8667
174.2667,168.7333,171.3117,1.5136,171.0000
174.6667,168.6000,171.1733,1.6113,170.8333
174.4000,168.1333,171.2617,1.6163,170.8000
174.4000,168.1333,171.2583,1.6089,170.7333
174.5333,167.1333,171.2250,1.7599,170.8667
174.5333,168.0667,171.1567,1.5828,170.7333
174.4000,168.9333,171.1733,1.4842,170.7000
174.5333,168.4000,171.2667,1.6003,171.0000
174.6667,167.4667,171.2350,1.6391,170.9000
174.6000,167.0667,171.2033,1.7483,170.7333
174.6667,167.8000,171.3167,1.7963,170.9333
174.6667,168.7333,171.4033,1.6295,170.9667
174.6667,167.5333,171.1317,1.6503,170.8333
174.5333,167.3333,171.2483,1.7507,171.1000
174.2667,168.4000,171.2700,1.5243,170.9333
174.6667,167.7333,171.2133,1.6945,170.8667
174.2667,168.4000,171.0600,1.5150,170.7333
174.3333,167.9333,171.1100,1.6429,170.8333
174.3333,169.0667,171.2950,1.4862,170.8667
174.0667,168.8667,171.3133,1.4680,170.9333
174.4000,168.9333,171.2150,1.4386,170.8333
174.6000,167.4000,171.2700,1.6633,171.2000
174.6000,168.1333,171.2133,1.6204,171.0000
174.4667,168.6000,171.2950,1.6053,170.8667
174.4667,167.9333,171.2083,1.6038,170.9000
174.5333,168.8000,171.1433,1.6028,170.7667
174.3333,168.4000,171.2283,1.5585,170.7333
174.6000,168.8000,171.3100,1.5571,171.0333
174.5333,168.1333,171.1933,1.5847,170.7667
174.6000,169.1333,171.3367,1.4666,171.0000
174.4000,168.2667,171.1383,1.5850,170.8333
174.6000,168.1333,171.1600,1.6179,170.7000
174.4000,167.9333,171.3200,1.6068,170.9333
174.6000,168.1333,171.2317,1.6483,170.7667
174.6667,168.0667,171.0667,1.6772,170.8333
174.5333,168.6667,171.1767,1.5815,170.7333
174.5333,168.7333,171.2867,1.6083,171.0000
174.6000,168.0667,171.2167,1.7398,170.7333
174.6667,168.0667,171.2800,1.6590,171.0000
174.6000,167.5333,171.2483,1.6875,170.9667
174.4667,168.6000,171.1917,1.5408,170.8333
174.6000,168.7333,171.1850,1.6464,170.7333
174.4667,169.0667,171.2267,1.5692,171.0000
174.6667,168.6000,171.2150,1.5548,171.0000
174.6000,168.2000,171.2133,1.5813,170.9667
174.1333,168.4000,171.2283,1.5061,170.7667
174.4000,168.8000,171.1250,1.4793,170.8333
174.5333,169.0667,171.2650,1.5726,170.6667
174.4000,167.8667,171.1917,1.5577,170.7000
174.4000,168.2000,171.2067,1.6660,170.9333
174.6667,168.4000,171.1950,1.7116,170.6667
174.6667,168.5333,171.3617,1.7344,171.0667
174.4667,167.3333,171.0867,1.6886,170.8667
174.5333,169.0000,171.2550,1.4979,170.9667
174.4000,168.6000,171.3917,1.5182,170.9333
174.5333,168.7333,171.3033,1.5421,170.8333
174.3333,169.0000,171.1700,1.4400,170.7000
