max,min,mean,std,median
161.4000,112.2000,141.9450,11.2369,143.3000
164.8000,110.4000,148.7350,10.8715,150.3000
167.0000,113.6000,151.4700,10.9685,152.6000
167.8000,124.2000,153.3550,9.5604,154.4000
170.6000,120.6000,153.4750,10.5833,155.2000
171.4000,127.8000,155.9650,9.9745,156.9000
172.8000,132.4000,157.1800,10.5068,158.9000
173.4000,131.2000,159.1350,10.3912,161.5000
173.8000,135.6000,160.7950,9.6899,162.2000
173.4000,135.4000,161.5950,9.8066,164.8000
174.6000,136.6000,163.3600,9.1445,166.7000
174.2000,140.4000,165.0850,7.9598,168.1000
174.6000,144.2000,166.4100,7.4097,169.8000
173.6000,137.8000,166.1100,7.8697,169.4000
173.4000,144.8000,167.0150,7.1933,170.2000
174.8000,143.8000,167.5700,6.8002,170.2000
174.6000,141.4000,168.2750,6.7057,170.3000
174.2000,142.8000,168.0350,6.9167,170.0000
175.0000,146.6000,168.3750,6.1208,170.4000
174.6000,141.0000,168.2350,6.6129,170.0000
174.6000,147.2000,169.3950,5.5860,170.4000
174.2000,150.0000,169.8700,4.5179,170.5000
174.6000,146.4000,169.3050,5.4073,169.9000
174.2000,157.8000,169.9700,3.2229,169.9000
174.8000,144.0000,169.9150,5.4013,170.3000
174.6000,151.6000,169.8450,4.0768,170.0000
175.0000,155.4000,169.9450,3.8470,169.9000
175.0000,155.8000,170.3550,3.7349,170.7000
175.0000,159.2000,170.4600,3.4363,170.4000
175.0000,155.8000,170.2850,3.6558,170.5000
175.0000,157.0000,170.0350,3.5812,170.4000
175.0000,165.0000,170.7950,2.3931,170.4000
175.0000,159.0000,170.8850,2.9399,171.2000
175.0000,162.4000,170.6450,2.4191,170.6000
174.6000,156.4000,170.3850,3.4447,170.8000
174.8000,161.4000,170.5000,2.5735,170.1000
174.8000,162.6000,170.9300,2.5276,170.5000
174.6000,158.8000,170.2850,3.2696,170.0000
175.0000,156.4000,170.3950,3.2042,170.3000
175.0000,157.6000,170.2800,3.0741,170.2000
174.6000,166.2000,170.7650,2.2396,170.3000
174.6000,160.4000,170.3200,2.7497,170.1000
175.0000,166.2000,170.7200,2.2568,170.3000
174.6000,166.2000,170.9450,1.8690,170.7000
175.0000,161.0000,171.0250,2.8819,170.9000
175.0000,161.8000,170.6550,2.9119,170.6000
174.2000,165.2000,170.6150,2.3750,170.3000
174.6000,166.2000,170.4750,2.2919,170.4000
175.0000,161.0000,170.7050,2.8176,170.6000
175.0000,166.2000,170.7600,2.1262,170.5000
175.0000,167.0000,171.1850,1.8137,170.9000
174.6000,166.2000,170.7750,1.9329,170.2000
175.0000,166.2000,170.4450,2.3979,170.2000
175.0000,166.2000,170.6050,2.3161,170.2000
175.0000,166.2000,170.8300,2.1534,170.3000
175.0000,166.2000,171.1350,2.1611,171.1000
174.2000,166.2000,170.6100,1.9272,170.0000
