max,min,mean,std,median
8994.8000,8821.4000,8906.1333,42.2899,8907.3000
9074.6000,8923.4000,9004.9467,36.5031,9001.9000
9190.8000,9029.0000,9104.2933,38.0648,9101.7000
9274.8000,9138.4000,9208.0267,31.2675,9210.3000
9363.0000,9234.4000,9301.6000,31.5071,9301.7000
9441.8000,9322.6000,9393.7133,29.0085,9395.6000
9511.2000,9401.6000,9461.7067,26.4958,9464.1000
9562.6000,9449.6000,9514.6133,25.7925,9516.4000
9601.8000,9501.8000,9554.9467,24.5461,9556.2000
9631.8000,9529.8000,9584.2667,23.6012,9586.5000
9661.0000,9559.4000,9615.4400,23.2728,9618.8000
9675.8000,9588.8000,9638.5267,19.3468,9639.4000
9688.8000,9605.2000,9653.7133,18.9113,9655.1000
9697.4000,9625.6000,9662.3800,18.0812,9663.1000
9709.0000,9623.4000,9671.9800,19.6441,9671.9000
9717.8000,9629.2000,9680.0267,19.6624,9680.5000
9737.0000,9639.6000,9687.8733,21.4466,9687.9000
9732.6000,9654.4000,9695.6533,17.9851,9695.8000
9731.4000,9666.6000,9702.6600,16.4620,9704.8000
9743.0000,9666.0000,9705.8267,19.1844,9706.9000
9747.0000,9674.6000,9709.2600,16.6808,9709.0000
9744.2000,9671.0000,9712.8733,17.3085,9715.5000
9746.4000,9682.6000,9717.3733,15.5929,9717.4000
9745.8000,9686.6000,9717.1400,15.6198,9718.2000
9748.0000,9686.4000,9722.1667,15.7391,9722.8000
9756.0000,9687.8000,9725.0533,15.9665,9726.7000
9753.6000,9692.0000,9726.4867,15.2620,9727.3000
9757.8000,9696.8000,9731.0200,14.9857,9731.9000
9756.8000,9687.0000,9728.7667,15.3641,9729.5000
9761.6000,9691.8000,9730.6733,15.3744,9731.5000
9759.6000,9694.0000,9733.6000,15.7811,9735.3000
9761.4000,9698.4000,9737.7267,14.7286,9739.5000
9764.4000,9707.6000,9738.5533,13.8218,9738.5000
9764.8000,9709.8000,9744.3400,12.5541,9745.9000
9768.8000,9709.8000,9745.3067,13.7824,9747.1000
9769.8000,9707.0000,9746.9933,14.3721,9749.3000
9770.4000,9714.2000,9749.4533,13.2551,9751.6000
9770.0000,9714.6000,9749.9333,13.0966,9751.2000
9772.2000,9718.2000,9749.5867,12.5684,9750.5000
9770.0000,9722.4000,9750.1333,12.5123,9752.0000
9772.8000,9703.8000,9750.4667,15.5370,9751.7000
9773.8000,9720.6000,9754.6267,12.3454,9755.8000
9774.8000,9702.6000,9754.6200,14.9095,9757.0000
9774.4000,9727.6000,9759.1467,11.5889,9761.6000
9773.4000,9727.8000,9758.8267,11.5174,9762.5000
9775.2000,9736.6000,9762.2267,9.7324,9764.6000
9775.8000,9725.2000,9762.4333,11.1078,9765.0000
9775.8000,9728.4000,9762.3067,11.2696,9765.4000
9776.0000,9742.2000,9764.1867,8.6522,9765.3000
9776.0000,9728.6000,9763.8133,10.8738,9766.6000
9776.2000,9736.2000,9764.2400,9.6548,9766.0000
9776.8000,9733.6000,9764.6067,9.5894,9767.1000
9777.0000,9747.4000,9766.0467,7.0000,9766.6000
9778.4000,9738.2000,9764.5933,9.7257,9765.9000
9779.4000,9734.0000,9765.8400,9.9489,9767.8000
9777.2000,9743.2000,9767.0200,8.2459,9769.3000
9778.2000,9720.8000,9766.5200,11.0114,9768.7000
9779.6000,9734.4000,9767.9200,10.1571,9770.3000
9779.6000,9738.8000,9768.7867,8.9439,9771.0000
9780.0000,9746.4000,9769.0467,8.1691,9769.9000
9779.8000,9745.6000,9769.3067,8.4313,9771.6000
9780.0000,9738.4000,9768.4200,9.2105,9770.1000
9780.2000,9753.6000,9770.3667,6.7442,9771.7000
9780.4000,9752.2000,9770.7667,7.6427,9772.2000
9780.2000,9745.2000,9771.6000,8.0509,9774.2000
9780.6000,9748.6000,9770.4667,8.6408,9772.2000
9780.0000,9744.6000,9770.4267,9.3196,9773.6000
9781.8000,9737.4000,9770.8333,10.5716,9773.7000
9782.0000,9748.6000,9770.9133,8.6658,9773.4000
9782.2000,9749.4000,9771.1400,8.3631,9772.5000
9782.4000,9742.2000,9769.5733,9.8605,9772.2000
9782.8000,9741.0000,9770.1800,9.7714,9773.3000
9782.8000,9743.0000,9769.7733,9.2696,9771.9000
9783.0000,9751.0000,9771.1933,8.5568,9772.6000
9783.2000,9731.2000,9769.0533,11.6960,9770.9000
9781.8000,9740.2000,9770.0933,9.2664,9772.0000
9783.0000,9747.0000,9770.7600,8.5757,9772.6000
9783.2000,9748.8000,9772.4667,8.0511,9774.9000
9783.8000,9751.0000,9772.6867,7.9277,9773.4000
9783.0000,9747.0000,9772.1667,8.7851,9774.8000
