max,min,mean,std,median
174.0000,163.8000,168.9950,2.5235,168.9000
174.4000,164.2000,169.3100,2.6933,169.4000
174.0000,166.2000,168.6250,2.5473,167.8000
174.4000,166.2000,168.8050,2.4851,168.4000
174.4000,166.2000,169.2050,2.4544,168.8000
174.4000,163.8000,169.2200,2.6802,169.5000
174.4000,164.8000,169.0150,2.6434,168.9000
174.4000,166.2000,169.1700,2.4794,168.8000
174.0000,166.2000,168.8850,2.5126,168.6000
174.4000,166.2000,169.1500,2.5333,168.8000
174.4000,161.2000,168.9500,2.8168,168.9000
173.4000,162.2000,168.6050,2.6437,168.3000
174.0000,166.2000,169.1050,2.3391,168.7000
174.0000,166.2000,168.7600,2.4013,168.4000
173.8000,166.2000,168.6300,2.4191,168.4000
174.0000,166.2000,169.0050,2.5662,168.5000
174.0000,166.2000,169.1550,2.4624,168.6000
174.4000,166.2000,169.3100,2.5118,169.2000
174.4000,164.8000,168.8600,2.3856,168.8000
174.4000,166.2000,168.9300,2.5863,168.8000
173.2000,166.2000,169.0300,2.2791,168.8000
174.0000,166.2000,168.9350,2.5660,168.8000
174.4000,166.2000,169.4800,2.5572,169.5000
174.4000,166.2000,169.4650,2.5566,169.8000
174.4000,166.2000,169.2800,2.4338,169.2000
174.0000,165.2000,168.5950,2.3718,168.2000
174.4000,166.2000,168.9000,2.4622,168.7000
174.4000,166.2000,169.3450,2.3716,169.4000
174.4000,165.2000,169.4600,2.4915,169.4000
174.4000,166.2000,168.8950,2.3001,168.8000
174.4000,166.2000,169.2400,2.3137,168.7000
174.4000,166.2000,169.0750,2.6747,169.1000
173.4000,166.2000,169.0000,2.3040,168.8000
173.8000,164.2000,169.3500,2.6274,169.3000
174.4000,163.4000,168.6300,2.8273,167.8000
174.4000,166.2000,169.3300,2.3884,168.8000
174.4000,163.6000,168.8600,2.8379,167.9000
174.4000,164.8000,169.2350,2.6571,168.7000
174.0000,166.2000,169.2850,2.4035,168.8000
174.0000,166.2000,168.9400,2.5042,168.4000
174.0000,166.2000,169.1500,2.4147,168.9000
174.4000,157.0000,169.1400,3.5717,169.1000
173.2000,166.2000,169.2550,2.3552,169.3000
174.4000,166.2000,169.0150,2.5941,168.8000
174.4000,166.2000,169.3750,2.3971,169.2000
174.0000,165.6000,169.0100,2.6172,168.8000
174.4000,166.2000,168.8950,2.4672,168.6000
