max,min,mean,std,median
987.3333,966.2667,982.5407,3.3726,983.0000
987.3333,963.7333,982.4547,3.6575,982.8333
987.3333,964.2000,982.4873,3.6473,982.9667
987.3333,964.2667,982.4553,3.7743,982.9000
987.2667,964.6000,982.5073,3.5650,982.8667
987.3333,963.3333,982.4607,3.6653,982.9000
987.2667,964.7333,982.3983,3.6450,982.8000
987.4667,965.9333,982.5307,3.6235,982.9333
987.4667,964.4000,982.5983,3.6932,983.0667
987.4667,961.8000,982.6430,3.5707,983.1333
987.4667,966.6667,982.7050,3.5091,983.2000
987.4667,961.2667,982.4470,3.8592,982.9000
987.4667,965.0000,982.6167,3.5597,983.2667
987.4667,968.0000,982.6120,3.4039,983.0667
987.4667,962.8000,982.5257,3.7787,983.0667
987.4667,965.8667,982.5703,3.5440,982.8667
987.4667,967.8000,982.7293,3.3921,983.1000
987.4667,963.2000,982.4680,3.7503,982.8667
987.4667,961.4667,982.5727,3.7800,983.0333
987.4000,963.2000,982.5650,3.8139,983.0000
987.5333,963.7333,982.6170,3.7296,983.0667
987.4667,961.2667,982.5483,3.8827,982.9333
987.4667,964.2667,982.4693,3.7538,983.0000
987.5333,964.4000,982.3917,3.7509,982.8667
987.5333,963.2000,982.4997,3.8617,983.0667
987.5333,959.2000,982.2687,4.1966,982.8000
987.5333,961.9333,982.5180,3.8139,983.0000
987.5333,961.2000,982.4073,3.9798,982.8333
987.5333,964.4667,982.5703,3.6820,983.0333
987.5333,961.1333,982.4040,3.9800,983.0000
987.5333,963.2000,982.4670,3.9020,983.0000
987.5333,966.5333,982.4903,3.7071,983.0000
987.5333,963.8667,982.3177,3.9070,983.0000
987.5333,963.2000,982.3037,3.8916,983.0000
987.5333,961.8667,982.5790,3.8347,983.2667
987.5333,963.0000,982.5177,3.7084,983.1000
987.5333,962.8667,982.4943,3.8060,983.1333
987.4667,962.9333,982.4917,3.7980,983.0333
987.5333,964.0667,982.3207,3.7617,982.9333
987.5333,965.0667,982.4360,3.6589,983.0000
987.5333,962.2000,982.4780,3.8928,983.1333
987.5333,960.8667,982.5113,3.8683,983.1333
987.5333,962.4000,982.4860,3.7914,983.1333
987.4667,963.7333,982.4713,3.8420,983.2000
987.5333,964.4000,982.4923,3.6059,982.9333
987.5333,962.1333,982.5003,3.8638,983.1000
987.5333,962.1333,982.3420,3.9446,982.9667
987.5333,960.6667,982.5593,3.9677,983.1333
987.5333,964.6667,982.3983,3.8250,983.0667
987.4667,960.3333,982.3517,3.9885,982.9667
987.5333,963.6000,982.4690,3.9388,983.0000
987.5333,963.1333,982.3500,3.9317,982.9667
987.5333,961.6667,982.3380,3.9990,983.0333
987.5333,964.5333,982.4447,3.7312,983.0000
987.5333,964.4000,982.5123,3.6958,983.0667
987.5333,960.8000,982.4283,3.9301,983.0000
987.5333,957.9333,982.3417,4.1139,982.9667
987.5333,961.9333,982.4333,3.9203,983.0333
987.5333,957.6667,982.4233,4.2450,983.0333
987.5333,961.9333,982.4587,3.9861,983.0667
987.5333,961.6667,982.3740,3.9222,982.9000
987.6000,962.1333,982.4830,3.8453,983.0000
987.6000,960.8000,982.2900,4.1620,982.9333
987.6000,960.2000,982.3080,4.0683,982.9000
987.6000,963.4000,982.4537,3.9452,983.1667
987.6000,963.0667,982.3500,4.0742,983.2333
987.6000,959.2667,982.4537,4.0781,983.2000
987.6000,961.8667,982.6090,3.9871,983.2667
987.6000,963.4000,982.5683,3.8435,983.1333
987.6000,960.7333,982.5660,4.1343,983.2333
987.6000,961.3333,982.6350,3.9683,983.2667
987.6000,962.2667,982.7290,3.7643,983.2667
987.6000,961.3333,982.6960,3.8572,983.4333
987.6000,961.0000,982.6550,3.9882,983.4000
987.6000,964.1333,982.7673,3.7145,983.4667
987.6000,960.7333,982.6203,3.9319,983.2667
987.6000,962.5333,982.5837,4.0370,983.3333
987.6000,960.5333,982.7353,4.0072,983.3333
987.6000,964.8000,982.8703,3.5827,983.4000
987.6000,962.0000,982.7587,3.7993,983.3667
987.6000,962.0667,982.7117,3.8249,983.4667
987.6000,963.6000,982.6260,3.8001,983.2667
987.6000,963.2000,982.6670,3.7968,983.2667
987.6000,960.2667,982.5080,4.1060,983.2000
987.6000,960.4667,982.6603,4.0408,983.4667
987.6000,960.1333,982.7200,4.0432,983.4667
987.6000,963.0667,982.6207,3.9284,983.3333
987.6000,961.3333,982.7647,3.9349,983.4333
987.6000,963.6000,982.6797,3.9154,983.5000
987.6000,961.1333,982.5887,4.0506,983.4000
987.6000,960.3333,982.5907,4.0914,983.3333
987.6000,960.2667,982.6517,4.0337,983.3333
987.6000,960.9333,982.4987,4.1251,983.1333
987.6000,963.4000,982.6527,3.8806,983.4667
987.6000,963.1333,982.7653,3.7902,983.4000
987.6000,957.4000,982.5960,4.1777,983.2667
987.6000,959.8000,982.5233,4.2158,983.3000
987.6000,962.3333,982.7047,3.9568,983.4333
987.6000,960.8667,982.6930,3.8858,983.3000
987.6000,960.3333,982.6327,4.0256,983.4667
987.6000,960.3333,982.6750,4.0743,983.3000
987.6000,959.7333,982.6460,3.9415,983.2667
987.6000,960.6667,982.7387,4.0237,983.4333
987.6000,960.9333,982.7453,3.8274,983.4000
987.6000,959.4667,982.5547,4.1240,983.3333
987.6000,961.5333,982.7520,3.9730,983.4667
987.6000,963.3333,982.6097,3.9316,983.2667
987.6000,960.3333,982.6400,4.1294,983.3667
987.6000,958.8000,982.6640,4.1455,983.4000
987.6000,960.5333,982.6603,3.8489,983.3667
987.6000,962.2667,982.5820,3.9930,983.1667
987.6000,958.7333,982.5843,4.0397,983.2667
987.6000,959.8667,982.5167,4.0910,983.2333
987.6000,963.9333,982.7563,3.7400,983.4000
987.6000,960.1333,982.7370,4.0470,983.4333
987.6000,961.6000,982.7337,4.0796,983.4333
987.6000,962.7333,982.7333,3.8541,983.4667
987.6000,963.0000,982.6383,3.9890,983.3333
987.6000,962.0667,982.6420,3.8258,983.2000
987.6000,963.0667,982.7610,3.8745,983.4000
987.6667,961.7333,982.5683,4.0762,983.4000
987.6667,962.1333,982.7513,3.9460,983.4667
987.6667,959.2000,982.4730,4.3128,983.2667
987.6667,962.8000,982.5673,3.9409,983.2000
987.6667,961.1333,982.5317,4.0592,983.2000
987.6667,962.4667,982.5587,3.8977,983.1333
987.6667,961.8000,982.5383,3.9481,983.2000
987.6667,963.0000,982.5770,3.9689,983.2667
987.6667,958.7333,982.4823,4.0495,983.2333
987.6667,961.6667,982.5917,3.9950,983.2000
987.6667,962.3333,982.4910,4.0330,983.2333
987.6667,961.9333,982.5757,4.0296,983.3000
987.6667,960.2667,982.5677,4.0637,983.4000
987.6667,961.0000,982.5190,4.1174,983.2667
