max,min,mean,std,median
8981.4000,8830.6000,8906.2100,39.0264,8907.9000
9043.2000,8931.4000,8993.9200,30.7192,8998.1000
9162.0000,9021.6000,9084.4900,38.7290,9081.3000
9246.2000,9123.4000,9184.4800,34.2099,9182.3000
9341.4000,9227.4000,9288.4200,29.2230,9289.3000
9425.2000,9317.2000,9370.7700,26.8811,9370.5000
9486.0000,9376.0000,9441.6400,26.2843,9442.3000
9533.6000,9442.4000,9492.7100,24.9168,9494.3000
9581.4000,9488.0000,9537.0000,23.9390,9536.2000
9610.8000,9519.2000,9568.1000,23.8851,9568.7000
9636.0000,9543.2000,9592.7600,22.8281,9592.0000
9655.6000,9574.8000,9615.0300,20.1216,9615.2000
9666.4000,9592.2000,9630.4600,18.5528,9631.6000
9681.6000,9588.6000,9637.3100,22.8191,9638.0000
9680.4000,9616.4000,9648.2800,16.7795,9649.3000
9686.6000,9614.2000,9655.0300,18.2950,9656.2000
9693.2000,9619.4000,9659.5500,18.8819,9659.2000
9696.8000,9630.0000,9666.8700,16.8014,9668.4000
9703.0000,9629.0000,9670.8200,18.7324,9671.9000
9702.2000,9633.2000,9674.2200,18.0497,9676.4000
9708.6000,9633.2000,9674.5600,17.9630,9676.4000
9711.4000,9635.2000,9677.6800,19.8947,9680.7000
9713.4000,9640.0000,9683.8800,17.7661,9683.9000
9718.2000,9653.2000,9687.7000,16.2559,9688.7000
9719.4000,9649.2000,9685.3400,16.8154,9685.6000
9716.4000,9663.2000,9692.0900,13.8653,9692.0000
9717.8000,9647.4000,9689.8400,16.8361,9691.6000
9721.2000,9662.8000,9694.9900,14.3774,9695.3000
9724.4000,9650.6000,9696.0000,17.9824,9695.6000
9725.8000,9672.6000,9698.7300,13.5038,9701.0000
9725.8000,9663.8000,9700.4000,15.5098,9702.7000
9724.4000,9674.2000,9702.4800,12.6771,9703.7000
9734.0000,9672.8000,9705.7200,14.6694,9705.4000
9731.6000,9672.4000,9708.4200,15.4241,9710.0000
9735.8000,9682.8000,9709.9000,14.3611,9709.6000
9732.6000,9685.2000,9711.1300,12.9775,9712.0000
9733.2000,9665.0000,9712.9400,16.8558,9716.3000
9734.6000,9688.8000,9715.6800,12.4243,9717.1000
9739.6000,9691.6000,9717.2000,13.0145,9718.7000
9739.6000,9685.0000,9717.4800,13.7098,9718.6000
9742.0000,9699.2000,9722.1500,11.6340,9723.5000
9742.2000,9690.6000,9722.9900,12.3787,9725.5000
9740.6000,9692.4000,9724.6000,11.6364,9725.8000
9742.6000,9697.2000,9723.7100,11.5408,9724.6000
9744.0000,9700.2000,9726.4800,10.9475,9728.2000
9743.6000,9702.0000,9726.9700,11.8834,9728.8000
9746.2000,9697.4000,9728.0700,11.9351,9729.8000
9744.8000,9704.2000,9728.2700,11.7905,9731.6000
9746.6000,9700.2000,9730.0200,12.7387,9732.1000
9748.6000,9705.0000,9732.0300,11.1817,9733.8000
9748.0000,9697.4000,9732.2700,13.4397,9736.4000
9750.0000,9710.0000,9733.7600,10.2071,9734.7000
9749.8000,9711.6000,9734.6400,11.2010,9736.6000
9750.4000,9710.0000,9736.1700,10.6894,9739.0000
9751.6000,9697.0000,9734.6500,13.0933,9737.7000
9750.2000,9710.8000,9736.6300,10.7600,9738.3000
9752.4000,9717.0000,9739.1500,10.1817,9741.3000
9753.0000,9702.6000,9737.8400,13.9686,9742.9000
9753.4000,9716.2000,9739.0300,9.7232,9740.2000
9753.4000,9716.2000,9738.8600,9.9305,9741.1000
9752.6000,9710.4000,9737.8200,10.8313,9739.9000
9753.0000,9715.6000,9739.4800,9.2072,9740.8000
9752.8000,9716.6000,9741.0500,10.1063,9743.3000
9753.2000,9720.0000,9741.1800,8.4370,9742.1000
9752.6000,9714.4000,9741.6600,9.9183,9744.8000
9754.8000,9718.8000,9742.0800,9.2936,9743.3000
9754.2000,9724.6000,9741.7300,7.9239,9741.4000
9755.4000,9713.2000,9742.0700,11.2079,9743.4000
9755.2000,9715.0000,9742.1200,9.6090,9745.0000
9754.8000,9722.0000,9742.4300,8.8746,9744.3000
9755.8000,9724.6000,9743.7700,8.3500,9745.1000
9755.6000,9713.4000,9743.5000,11.0411,9745.8000
9755.0000,9728.6000,9744.5400,6.9126,9745.0000
9755.2000,9721.2000,9743.4100,8.6185,9745.0000
9754.8000,9729.0000,9744.4400,7.0519,9744.7000
9756.2000,9728.0000,9745.6700,7.2359,9745.8000
9756.8000,9729.4000,9745.8300,6.7640,9746.5000
9756.4000,9724.6000,9745.9400,7.8725,9746.9000
9755.8000,9723.4000,9746.1600,8.0164,9748.0000
9756.4000,9730.8000,9745.8200,6.9245,9746.7000
