max,min,mean,std,median
164.4000,107.0000,141.4950,11.2819,142.2000
167.4000,115.8000,146.6550,10.8869,147.3000
167.4000,117.2000,148.4850,10.8544,149.9000
168.6000,116.2000,147.3750,11.5316,148.3000
170.0000,113.8000,149.4350,11.8197,150.7000
169.8000,125.0000,152.0200,10.0581,152.6000
170.0000,117.0000,151.4600,11.5996,153.6000
168.8000,128.8000,152.5350,9.1700,152.5000
170.8000,128.4000,153.2750,9.1547,154.0000
170.4000,118.6000,151.9250,10.7281,153.5000
171.2000,131.0000,154.2700,9.0308,154.5000
171.6000,118.0000,153.8650,11.2381,155.7000
171.4000,115.0000,153.4300,11.8841,155.2000
172.2000,113.0000,153.6750,12.1260,155.0000
172.4000,126.8000,153.8950,10.3465,154.7000
172.8000,125.4000,154.4700,9.6893,155.8000
171.8000,122.6000,155.8500,9.9948,157.0000
170.8000,128.2000,155.6650,9.5183,156.5000
172.4000,119.6000,156.7950,10.4265,158.4000
172.6000,126.0000,155.4300,10.0997,156.6000
173.0000,121.6000,155.5100,10.7194,156.8000
171.6000,123.2000,155.9200,10.4845,157.3000
172.4000,123.2000,156.5300,11.5990,159.0000
172.0000,128.2000,156.3650,10.1015,158.4000
173.2000,123.0000,156.0150,11.0276,156.2000
173.4000,135.8000,156.7650,9.4974,157.6000
173.2000,124.2000,156.5300,10.7030,158.1000
172.6000,124.6000,157.9800,10.2320,159.5000
174.2000,131.8000,157.2750,10.2183,158.5000
173.8000,123.6000,157.2750,10.5998,157.4000
173.0000,125.6000,157.6400,10.2511,158.9000
173.4000,132.4000,158.3350,9.1982,159.2000
172.6000,127.4000,158.3900,10.7711,159.6000
173.2000,127.8000,157.9700,10.8254,160.5000
174.2000,134.6000,159.1600,9.4079,159.5000
173.4000,132.8000,158.7200,9.7803,160.0000
173.4000,127.0000,158.3100,10.3849,158.7000
173.0000,130.0000,158.4800,9.9027,160.2000
174.4000,135.8000,159.7000,9.5392,160.7000
173.2000,135.8000,159.5750,9.5347,160.7000
173.8000,133.8000,159.1350,9.3970,159.8000
174.0000,137.2000,159.0850,8.7859,159.8000
173.2000,130.4000,158.3400,9.7822,159.0000
173.4000,131.4000,159.4300,9.4363,160.3000
174.0000,130.0000,158.4050,10.1361,159.9000
174.2000,131.4000,158.5650,9.6549,159.6000
173.0000,133.8000,159.1850,9.3594,159.5000
175.0000,132.2000,159.5450,10.2409,161.3000
173.4000,125.6000,159.8900,9.9954,161.0000
173.0000,135.0000,160.1950,8.8872,161.1000
173.6000,134.4000,159.9650,9.9059,161.9000
173.4000,130.4000,158.4150,10.8080,159.6000
174.0000,134.8000,160.7200,8.7737,161.3000
174.0000,137.4000,160.2900,9.1181,161.6000
174.0000,133.0000,160.5300,9.8953,162.7000
175.0000,129.8000,159.7700,10.2451,160.4000
174.4000,133.0000,160.2800,10.4538,161.5000
174.0000,137.8000,160.8000,9.6670,162.3000
173.2000,125.8000,160.5600,10.3812,161.4000
174.6000,130.2000,161.4850,9.9576,162.3000
174.2000,131.4000,159.8850,10.1684,161.0000
173.8000,126.6000,160.4400,10.7556,162.2000
174.0000,126.8000,161.3250,10.9408,163.8000
173.8000,134.4000,161.0850,9.8516,162.6000
173.8000,130.8000,160.4450,10.3038,161.0000
173.8000,128.6000,160.4950,10.6523,161.8000
174.2000,133.6000,161.7350,9.4815,162.7000
173.8000,136.4000,162.1200,8.9380,162.8000
174.4000,130.2000,160.6650,10.6751,162.4000
173.8000,134.6000,161.0550,9.9723,162.7000
174.4000,124.0000,160.8350,11.2622,163.4000
173.6000,131.0000,160.3300,10.1841,161.1000
174.0000,134.8000,161.8050,9.9550,163.0000
174.0000,126.4000,159.6700,10.9640,161.1000
174.0000,135.4000,161.1450,9.6399,162.2000
174.6000,123.0000,160.3350,11.7209,162.4000
173.6000,135.6000,162.4700,9.9043,164.6000
174.0000,133.2000,161.1850,10.0216,161.9000
174.4000,129.0000,161.5600,10.6109,163.5000
174.6000,129.2000,161.2950,10.8063,162.8000
173.6000,140.4000,162.5750,8.5850,163.1000
174.6000,128.8000,161.1950,11.1091,162.5000
174.2000,129.6000,161.9750,10.5528,164.3000
174.6000,134.0000,161.8400,10.0014,164.8000
174.8000,127.8000,160.7350,11.3956,163.8000
175.0000,128.2000,163.0150,9.9495,165.6000
174.0000,141.6000,162.5500,8.2648,164.0000
174.4000,139.6000,163.0900,9.0594,165.8000
174.4000,125.8000,161.9650,11.5006,164.6000
174.0000,128.8000,162.0850,10.2759,164.2000
174.2000,136.2000,161.4950,9.5203,162.9000
174.4000,141.2000,163.5600,8.9280,166.3000
175.4000,136.4000,162.1750,10.0383,163.7000
174.4000,136.6000,161.9850,9.8586,164.7000
174.0000,133.0000,162.1650,10.1593,164.7000
174.8000,136.6000,161.2200,10.2400,162.7000
173.4000,134.6000,162.4700,9.3981,164.3000
174.4000,134.2000,162.5000,10.0092,164.8000
174.4000,132.6000,163.8850,9.6234,165.4000
173.8000,136.8000,161.9950,9.4049,162.8000
175.6000,139.6000,162.7700,9.4888,163.9000
174.6000,136.8000,162.6700,9.8557,164.8000
174.8000,133.8000,162.5050,10.1601,164.8000
174.8000,135.6000,162.0000,9.6751,162.9000
174.4000,134.6000,162.9750,9.7988,164.3000
174.8000,129.2000,163.3350,10.1813,166.1000
174.2000,132.8000,163.8550,9.6196,167.2000
174.0000,138.8000,161.9400,9.7654,163.3000
175.2000,134.8000,162.0200,10.6478,163.7000
174.8000,133.0000,161.2850,10.7459,162.8000
174.2000,130.4000,161.9600,10.7667,164.6000
174.6000,131.2000,162.1950,10.1418,164.1000
173.8000,132.8000,161.9850,10.0368,163.6000
175.4000,134.4000,162.7250,9.8224,164.7000
174.0000,138.8000,162.1200,9.6676,163.7000
175.4000,136.2000,162.7700,9.7716,163.9000
174.2000,140.8000,162.9450,9.5381,165.5000
174.4000,127.0000,162.2300,11.1100,165.7000
174.8000,135.0000,162.4450,9.7104,164.2000
174.2000,136.2000,162.2350,9.5897,164.7000
174.4000,145.0000,163.1550,8.5646,164.0000
174.6000,137.8000,162.9750,9.6274,165.6000
174.4000,141.6000,163.1400,8.8747,164.7000
174.8000,136.0000,162.6400,9.6612,164.7000
174.6000,132.2000,161.5500,10.4653,163.8000
174.8000,139.2000,163.2150,9.3348,165.6000
174.6000,138.0000,162.5350,9.2959,164.5000
174.4000,132.4000,163.4800,9.9225,167.1000
175.0000,137.8000,162.7600,10.6068,166.3000
173.6000,131.6000,164.1250,9.5656,166.4000
174.0000,133.4000,163.3100,9.7542,166.5000
174.0000,140.4000,163.2200,8.9164,164.4000
174.4000,141.0000,164.6950,8.7280,167.9000
175.2000,137.8000,162.7300,10.1117,165.5000
174.4000,142.8000,163.7500,9.1351,166.9000
174.6000,130.6000,163.1450,10.3088,166.5000
174.4000,125.6000,163.6400,10.7057,167.6000
174.8000,134.8000,163.7450,9.8846,167.0000
174.4000,138.2000,164.6500,9.1825,168.7000
174.0000,133.0000,162.5550,10.4390,165.5000
174.8000,139.6000,163.9800,9.0083,166.4000
174.4000,136.4000,163.5600,9.4778,166.1000
174.4000,136.2000,164.2750,9.4341,167.7000
175.0000,134.6000,163.2750,9.6389,165.6000
174.2000,135.4000,162.4600,10.0824,165.3000
174.8000,136.2000,163.7300,10.0934,167.2000
175.2000,138.4000,163.0350,9.9249,165.5000
174.0000,136.8000,163.5050,9.7344,167.3000
174.8000,128.8000,162.5050,10.6779,165.0000
174.2000,124.6000,162.7200,11.2938,165.7000
174.2000,131.6000,162.4800,10.8111,164.9000
174.0000,136.0000,163.6150,9.7495,166.7000
174.8000,135.2000,162.5850,10.3587,165.0000
174.4000,132.4000,163.9150,10.2297,167.3000
174.0000,142.6000,164.6250,8.3918,167.8000
174.2000,138.8000,163.2050,9.4627,165.4000
