max,min,mean,std,median
903.2000,838.8000,873.0320,13.5875,872.5000
922.2000,869.4000,901.0080,11.7470,902.5000
935.6000,886.8000,914.5160,10.2776,914.8000
944.0000,900.8000,923.2800,9.8689,922.7000
953.4000,907.4000,930.8080,10.4955,930.9000
958.0000,908.6000,937.5200,9.2825,938.4000
959.4000,922.0000,942.6760,7.6320,942.8000
964.2000,919.4000,946.7200,9.3497,947.7000
966.6000,929.4000,951.0240,7.9306,951.1000
969.4000,933.2000,953.7640,7.6898,954.3000
971.2000,936.0000,955.9480,7.3665,956.1000
972.2000,941.8000,958.7520,7.1875,959.0000
974.8000,936.4000,961.1920,7.3871,961.8000
976.2000,940.2000,963.6160,7.6153,964.1000
976.8000,946.0000,964.0720,7.1902,964.8000
976.2000,948.0000,966.5520,6.4785,967.6000
978.4000,943.0000,967.9480,6.9725,968.8000
978.2000,950.4000,968.8080,6.5888,969.8000
978.4000,953.6000,969.5680,6.2144,970.9000
978.8000,958.0000,970.9560,5.7081,971.6000
979.6000,953.4000,971.3840,6.0392,972.3000
979.4000,954.8000,972.1480,5.5638,973.2000
980.0000,951.8000,972.4040,5.7825,974.0000
980.0000,959.2000,973.3880,5.0190,974.1000
980.2000,959.8000,972.9560,5.3695,974.2000
980.0000,957.8000,973.2840,5.4812,974.2000
980.2000,960.2000,973.6360,4.9210,974.8000
980.2000,956.0000,973.0400,5.3856,973.9000
980.2000,959.2000,972.4960,5.5177,973.2000
980.0000,956.0000,972.1720,5.5311,973.0000
980.0000,961.2000,973.5920,4.8545,974.3000
980.0000,962.0000,973.0640,5.2236,974.1000
980.2000,956.4000,973.1120,5.4824,974.1000
980.0000,957.4000,972.7920,5.2987,973.1000
980.2000,956.2000,973.1600,5.2594,973.8000
979.8000,959.6000,972.1160,4.9087,971.6000
980.2000,959.4000,973.1600,5.0731,974.0000
980.2000,960.6000,973.3600,4.8830,973.7000
980.2000,958.0000,972.9800,5.3187,973.6000
980.0000,960.2000,973.1400,4.9444,972.8000
980.2000,952.4000,971.9640,5.7439,972.0000
980.2000,958.2000,972.3120,5.4632,972.3000
980.2000,957.0000,973.0160,5.1424,973.5000
980.2000,954.6000,972.7240,5.6483,973.1000
980.0000,962.6000,973.0800,4.4138,973.5000
980.2000,958.4000,972.9640,5.3706,973.0000
980.2000,958.6000,972.9040,5.3761,973.3000
980.2000,957.8000,972.4400,5.2753,972.2000
980.2000,953.4000,972.1640,6.0869,973.2000
980.2000,957.0000,972.9920,5.0528,973.9000
980.2000,956.2000,972.6120,5.5315,972.3000
980.0000,954.2000,972.2320,5.3502,972.1000
980.4000,956.6000,972.3920,5.4723,972.7000
980.2000,958.4000,972.1320,5.7088,972.7000
980.4000,956.4000,972.2800,5.9364,973.3000
980.2000,953.0000,970.9440,5.7787,970.7000
980.4000,957.2000,971.7960,5.2916,972.1000
980.6000,954.4000,972.2600,5.6006,972.9000
980.2000,959.2000,972.0560,5.4530,973.1000
980.6000,957.0000,972.7120,5.7342,973.7000
980.6000,956.0000,972.5480,5.3608,972.6000
980.6000,952.6000,972.5040,5.6159,973.6000
980.8000,955.2000,972.4880,5.7842,973.0000
981.0000,959.2000,973.0320,5.1947,973.7000
980.8000,948.6000,971.9760,6.6648,973.2000
980.8000,955.8000,971.8720,5.7269,972.4000
981.0000,959.8000,972.4360,5.2520,972.7000
980.8000,956.6000,972.9120,5.2756,973.2000
980.8000,960.4000,972.2520,5.3041,972.9000
981.0000,952.4000,972.7640,6.0834,973.8000
981.2000,954.4000,972.3520,5.6967,973.2000
981.2000,959.8000,972.3400,5.6330,973.2000
981.4000,952.0000,972.4880,6.0086,973.2000
981.0000,956.8000,972.6840,5.6509,973.8000
981.4000,959.4000,973.1400,5.2807,974.2000
981.2000,951.4000,972.9480,6.2771,974.0000
981.4000,956.8000,972.5120,5.6362,973.2000
981.2000,958.0000,972.6520,5.3627,973.7000
981.2000,961.2000,973.2680,4.7597,973.9000
981.4000,955.0000,972.8480,5.4892,973.7000
981.4000,961.0000,972.5640,4.6442,972.3000
980.6000,959.6000,973.0080,4.7890,973.8000
981.6000,958.2000,972.5760,5.1550,973.3000
981.0000,961.8000,973.0520,4.6942,973.6000
981.4000,959.2000,972.3680,5.1518,972.9000
981.6000,959.2000,973.9360,4.9267,974.3000
981.4000,956.6000,972.9880,5.2572,973.4000
981.2000,956.4000,972.4880,5.7970,973.7000
981.8000,959.2000,972.9040,5.3955,972.6000
981.6000,952.2000,972.2200,6.9695,973.3000
981.0000,959.6000,972.9200,5.2351,973.1000
981.6000,957.2000,972.9920,5.3168,973.4000
981.6000,956.6000,972.5040,5.4941,972.9000
982.0000,961.6000,973.7400,4.8689,974.4000
982.0000,955.8000,972.9760,5.6560,973.5000
981.8000,956.0000,973.5040,5.6991,973.9000
982.0000,958.2000,973.7560,5.1528,974.2000
981.6000,956.4000,972.8200,5.6710,973.6000
981.6000,956.4000,973.3080,5.6108,973.9000
982.0000,959.0000,973.7840,5.2720,974.6000
