max,min,mean,std,median
904.6000,838.6000,872.5160,13.6809,872.9000
928.2000,865.2000,902.3560,11.7033,902.8000
943.0000,884.8000,915.4640,11.5964,915.6000
950.8000,896.2000,925.3880,10.8126,926.0000
956.0000,908.6000,933.3560,9.2741,933.7000
959.6000,917.0000,939.5920,8.5645,940.1000
963.8000,920.6000,944.2780,8.5746,945.3000
965.8000,925.8000,947.6320,8.1526,948.2000
968.6000,928.2000,950.8160,7.7470,951.5000
970.4000,928.0000,953.7800,7.7837,954.4000
971.8000,931.6000,955.4840,7.7854,955.9000
972.4000,934.8000,958.7200,7.3323,959.2000
974.2000,938.8000,961.0820,7.2582,961.9000
974.4000,937.8000,962.7860,7.2239,963.5000
977.0000,941.2000,964.4700,6.9071,965.4000
977.6000,942.0000,965.4320,7.3453,966.0000
978.0000,940.4000,966.7760,7.7595,967.8000
978.2000,949.4000,968.9420,6.7418,970.4000
979.4000,951.4000,970.3680,5.9697,971.6000
979.4000,950.0000,970.9260,6.1573,971.8000
979.6000,953.0000,971.8380,5.7392,972.6000
980.2000,953.4000,973.4840,5.4341,975.0000
980.6000,950.4000,973.3800,5.6649,974.8000
980.6000,958.0000,974.5460,4.8083,975.8000
981.4000,955.0000,974.7720,5.1369,976.1000
982.6000,957.4000,974.5960,5.3192,975.7000
983.0000,953.8000,974.2520,6.1105,975.6000
983.2000,956.8000,974.4640,5.7965,975.7000
983.2000,955.4000,975.4740,5.9173,976.7000
983.6000,956.6000,976.1580,5.5799,976.8000
983.6000,956.4000,976.3460,5.6618,977.9000
983.6000,955.0000,976.2080,5.9604,977.4000
983.8000,958.6000,976.6980,5.8723,978.2000
984.0000,957.2000,976.6580,5.7815,977.5000
983.8000,956.4000,977.0960,5.6084,977.9000
984.0000,953.8000,976.8840,5.8675,977.9000
984.0000,956.2000,976.7180,5.6153,977.7000
984.2000,957.4000,976.1780,5.8868,976.9000
984.2000,957.0000,976.1720,5.5258,976.8000
984.2000,959.2000,976.6840,5.4374,977.9000
984.2000,956.2000,976.2640,5.9244,977.2000
984.2000,956.4000,976.1780,6.0527,976.9000
984.2000,960.2000,976.7880,5.2236,978.2000
984.2000,955.0000,976.8520,5.7050,978.0000
984.2000,958.0000,976.9620,5.4367,977.9000
984.2000,954.6000,976.2240,5.6755,977.0000
984.2000,953.8000,976.4900,6.1403,977.8000
984.0000,957.2000,976.7900,5.4874,977.5000
984.2000,956.2000,976.9160,5.4976,977.6000
984.2000,957.0000,976.9280,5.8005,977.5000
984.2000,958.4000,977.1860,5.4927,978.5000
984.2000,956.4000,976.5560,5.7873,977.4000
984.2000,961.0000,976.8260,5.2597,977.4000
984.2000,956.6000,977.2200,5.4626,977.8000
984.2000,956.0000,976.8280,5.6228,977.6000
983.6000,960.8000,977.0700,5.3769,978.0000
984.2000,956.6000,976.6660,5.7512,977.7000
984.2000,957.0000,976.6260,5.9339,977.9000
984.2000,958.6000,977.1160,5.3979,977.6000
984.2000,958.2000,977.0920,5.8895,978.4000
984.2000,955.6000,977.1640,5.6142,978.0000
984.2000,954.2000,977.2400,5.5306,978.4000
984.2000,955.0000,976.7780,5.8855,977.5000
984.2000,955.6000,976.9340,5.5563,978.1000
984.2000,957.0000,977.1480,5.4509,978.0000
984.2000,959.0000,976.9460,5.4147,977.5000
984.2000,955.8000,977.2120,5.4767,978.1000
984.2000,953.0000,977.2000,5.6610,978.5000
984.2000,956.8000,977.4100,5.5365,978.4000
984.2000,960.2000,977.1320,5.3446,978.3000
984.2000,953.6000,977.0280,5.7572,978.3000
984.2000,959.0000,977.3540,5.3840,978.2000
984.2000,951.8000,976.9680,6.0583,978.0000
984.4000,957.2000,977.2520,5.7327,978.1000
984.2000,957.2000,976.4180,6.1251,978.1000
984.4000,953.4000,975.6220,6.4215,976.6000
984.4000,950.8000,976.4920,6.1949,977.5000
984.2000,956.4000,976.5320,5.8621,977.7000
984.4000,958.6000,976.4860,5.8509,977.5000
984.2000,957.6000,976.5520,5.7172,977.8000
984.2000,955.8000,976.7800,5.6894,978.1000
984.4000,953.8000,976.6720,5.8795,977.8000
984.4000,958.6000,976.7080,5.5876,977.3000
984.4000,949.4000,976.4200,6.3993,977.6000
984.2000,952.8000,976.3480,5.8859,977.0000
984.4000,961.2000,976.5300,5.3700,977.0000
984.4000,961.4000,976.4220,5.4535,976.8000
984.4000,957.8000,976.8720,5.5291,977.6000
984.4000,958.4000,976.6080,5.7764,977.5000
984.2000,957.0000,976.9440,5.4624,977.4000
984.4000,957.2000,977.3100,5.4426,978.2000
984.4000,961.0000,976.8700,5.4232,977.6000
984.4000,961.4000,977.1260,5.2667,977.8000
984.4000,949.8000,977.3820,6.0933,978.6000
984.4000,944.4000,976.8720,6.6434,978.0000
984.4000,959.8000,976.3280,5.7879,977.2000
984.4000,950.4000,976.6680,6.2639,977.7000
984.4000,957.6000,976.6360,5.9126,977.9000
984.4000,959.2000,977.0420,5.4107,978.0000
984.2000,963.0000,977.0660,5.1634,977.5000
