max,min,mean,std,median
163.5333,135.6000,150.1333,7.3047,150.1667
169.2000,144.0667,157.1600,6.5533,157.6667
170.6667,148.5333,161.1967,5.9092,161.7000
171.9333,150.7333,163.9967,5.8618,165.3333
173.3333,154.8667,166.2767,4.7199,167.1333
173.0667,157.2667,167.4133,4.1762,168.1667
173.3333,158.6000,168.2233,4.0241,168.9667
173.3333,161.8000,168.5500,3.1242,168.6667
173.5333,161.2000,168.4900,3.0840,168.3000
173.3333,162.9333,168.7767,2.7604,168.6333
173.5333,163.4000,169.1000,2.6980,168.7000
173.6000,163.8667,168.7967,2.6523,168.6333
173.6000,163.7333,169.0200,2.7736,168.8667
173.6667,164.2000,169.1100,2.5806,168.9000
173.8000,165.0000,169.4833,2.6100,169.2667
173.4000,163.8667,169.5267,2.5195,169.6000
173.4667,164.8667,169.7133,2.3230,169.9333
173.4667,165.4667,169.5367,2.2901,169.5333
173.3333,164.6667,169.5300,2.4141,169.2667
173.5333,164.0667,169.2367,2.4838,169.0667
173.6000,165.4000,169.5800,2.2606,169.4333
173.4000,165.4000,169.2833,2.3395,169.0000
173.6667,164.2000,169.7233,2.5269,169.7667
173.8667,163.0000,169.1133,2.7633,169.2000
173.6667,165.4667,169.6667,2.3381,169.5667
173.9333,164.8667,169.7267,2.3498,169.7000
173.4000,164.8667,169.6600,2.3922,169.5000
173.8667,165.3333,169.6400,2.3801,169.4667
173.4667,165.7333,169.8033,2.3078,169.8333
173.7333,165.2000,169.4267,2.4116,169.3000
173.7333,166.2667,169.5833,2.1383,169.3667
173.6000,165.8000,169.4067,2.2084,169.1000
173.6667,165.8667,169.4900,2.3462,169.0667
173.5333,165.0000,169.5767,2.3498,169.5000
173.6667,166.2000,169.6400,2.3121,169.2000
173.5333,165.1333,169.4633,2.3755,169.0667
173.5333,166.2667,169.7200,2.2450,169.6333
173.3333,166.7333,169.4667,1.9780,169.1333
173.6667,165.4000,169.6000,2.4369,169.3333
173.2667,165.6667,169.5367,2.0688,169.2333
173.8000,166.0667,169.3200,2.3496,169.0667
173.8667,165.7333,169.6467,2.4022,169.3000
173.5333,165.7333,169.5533,2.2351,169.3333
173.1333,165.6000,169.2233,2.2363,168.9667
